
16th WORLD MASTERS POWERLIFTING CHAMPIONCHIPS.  CZE. OSTRAVA. 02-06.10.2007
DETAILED SCORESHEET
PL. ,   Lifters ,BY ,Nation ,Weight ,WF ,Lot ,All Squat ,All Bench press ,All Dead lift ,TOTAL ,W.pts. ,Pts.
Masters 1 ,  ,  ,  ,  ,  , 
 - 48 kg
1. ,Friedrich Marion ,1965 ,GER ,46.50 ,1.3553 ,12 ,130.0 ,135.0 ,135.0 ,1 ,90.0 ,93.5 ,96.0 ,1 ,112.5 ,120.0 ,125.0 ,2 ,351.0 ,475.71 ,12
2. ,Dwarte Lee-Anne ,1965 ,AUS ,47.50 ,1.3346 ,47 ,95.0 ,102.5 ,107.5 ,2 ,47.5 ,52.5 ,55.0 ,2 ,130.0 ,135.0 ,137.5 ,1 ,290.0 ,387.03 ,9
 - 52 kg
1. ,Gascoine Ali ,1963 ,NZL ,50.60 ,1.2730 ,53 ,115.0 ,120.0 ,125.0 ,4 ,60.0 ,65.0 ,67.5 ,3 ,145.0 ,152.5 ,162.5 ,1 ,337.5 ,429.63 ,12
2. ,Sinclair Mirriam ,1958 ,RSA ,49.10 ,1.3023 ,27 ,110.0 ,120.0 ,125.0 ,3 ,55.0 ,60.0 ,62.5 ,4 ,125.0 ,142.5 ,150.0 ,2 ,332.5 ,433.01 ,9
3. ,Tanikawa Emiko ,1964 ,JPN ,51.50 ,1.2560 ,0 ,120.0 ,130.0 ,132.5 ,1 ,70.0 ,72.5 ,72.5 ,2 ,125.0 ,132.5 ,137.5 ,4 ,332.5 ,417.62 ,8
4. ,Teramura Mika ,1962 ,JPN ,51.30 ,1.2597 ,49 ,110.0 ,120.0 ,125.0 ,2 ,67.5 ,72.5 ,77.5 ,1 ,120.0 ,130.0 ,137.5 ,5 ,327.5 ,412.55 ,7
5. ,Lorenzo Maria Elvira ,1965 ,PHI ,51.90 ,1.2485 ,46 ,107.5 ,112.5 ,112.5 ,5 ,52.5 ,57.5 ,60.0 ,5 ,130.0 ,135.0 ,135.0 ,3 ,302.5 ,377.67 ,6
 - 56 kg
1. ,Gevers Jeanette ,1962 ,AUS ,55.80 ,1.1799 ,33 ,147.5 ,155.0 ,155.0 ,1 ,77.5 ,82.5 ,85.0 ,1 ,142.5 ,147.5 ,150.0 ,1 ,380.0 ,448.36 ,12
2. ,Szymkowiak Maria ,1961 ,POL ,55.90 ,1.1783 ,21 ,130.0 ,140.0 ,145.0 ,2 ,75.0 ,80.0 ,82.5 ,2 ,140.0 ,152.5 ,152.5 ,2 ,362.5 ,427.13 ,9
3. ,Ishiguro Saori ,1963 ,JPN ,53.60 ,1.2176 ,56 ,110.0 ,120.0 ,127.5 ,4 ,65.0 ,65.0 ,70.0 ,4 ,130.0 ,140.0 ,140.0 ,3 ,327.5 ,398.76 ,8
4. ,Mach Joni ,1965 ,USA ,52.50 ,1.2374 ,51 ,117.5 ,127.5 ,135.0 ,3 ,55.0 ,60.0 ,62.5 ,6 ,120.0 ,127.5 ,132.5 ,4 ,322.5 ,399.06 ,7
5. ,Ip Wing-Yuk ,1961 ,HKG ,55.70 ,1.1816 ,29 ,90.0 ,100.0 ,105.0 ,6 ,67.5 ,72.5 ,75.0 ,3 ,100.0 ,120.0 ,135.0 ,5 ,297.5 ,351.52 ,6
— ,Okamoto Takayo ,1960 ,JPN ,54.10 ,1.2088 ,31 ,110.0 ,120.0 ,125.0 ,5 ,65.0 ,70.0 ,75.0 ,5 ,117.5 ,122.5 ,122.5 ,Disq. ,Out ,— ,—
 - 60 kg
1. ,Zaroviene Daiva ,1965 ,LTU ,59.40 ,1.1236 ,37 ,147.5 ,155.0 ,160.0 ,1 ,107.5 ,115.0 ,122.5 ,1 ,145.0 ,157.5 ,162.5 ,2 ,432.5 ,485.95 ,12
2. ,Brightwater-Wharf Rangimaria ,1961 ,NZL ,56.90 ,1.1620 ,61 ,150.0 ,152.5 ,155.0 ,2 ,80.0 ,80.0 ,85.0 ,3 ,150.0 ,160.0 ,160.0 ,1 ,392.5 ,456.08 ,9
3. ,Simons Angela ,1961 ,USA ,58.50 ,1.1371 ,11 ,122.5 ,122.5 ,135.0 ,3 ,75.0 ,92.5 ,92.5 ,2 ,127.5 ,127.5 ,142.5 ,3 ,370.0 ,420.72 ,8
4. ,Ehrlicher Sabine ,1964 ,GER ,59.10 ,1.1281 ,35 ,100.0 ,110.0 ,115.0 ,4 ,50.0 ,55.0 ,60.0 ,4 ,120.0 ,130.0 ,145.0 ,4 ,305.0 ,344.07 ,7
5. ,Yanagisawa Yukiko ,1967 ,JPN ,56.40 ,1.1701 ,1 ,95.0 ,105.0 ,112.5 ,5 ,47.5 ,52.5 ,55.0 ,5 ,85.0 ,95.0 ,100.0 ,5 ,265.0 ,310.07 ,6
 - 67.5 kg
1. ,Houston Paula ,1961 ,USA ,67.50 ,1.0206 ,17 ,162.5 ,162.5 ,170.0 ,1 ,102.5 ,102.5 ,105.0 ,1 ,160.0 ,175.0 ,182.5 ,1 ,442.5 ,451.61 ,12
